filename,is_target,score,image_name,K,TP_obj,FP_obj,Cum_TP_obj,Cum_FP_obj,Precision_obj_at_K,Cum_TP_img,Cum_FP_img,Precision_img_at_K
50_Or_035__35.649109__-0.611845_03.2021_Small_1472.npy,False,0.28190407,50_Or_035__35.649109__-0.611845_03.2021,442,0,1,79,363,0.17873303167420815,15,10,0.6
50_Or_021_35.652627__-0.592862_06.2022_Small_639.npy,False,0.281567,50_Or_021_35.652627__-0.592862_06.2022,443,0,1,79,364,0.17832957110609482,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1477.npy,False,0.28144294,50_Or_035__35.649109__-0.611845_03.2021,444,0,1,79,365,0.17792792792792791,15,10,0.6
50_Or_006_35.658681__-0.534745_01.2022_MediumStandard_160.npy,False,0.28096128,50_Or_006_35.658681__-0.534745_01.2022,445,0,1,79,366,0.17752808988764046,15,10,0.6
50_Or_005_35.658681__-0.534745_03.2021_CementMixerTrucks_61.npy,False,0.28019378,50_Or_005_35.658681__-0.534745_03.2021,446,0,1,79,367,0.17713004484304934,15,10,0.6
50_Or_025_35.651734__-0.595641_06.2020_MediumSmall_297.npy,False,0.2799886,50_Or_025_35.651734__-0.595641_06.2020,447,0,1,79,368,0.1767337807606264,15,10,0.6
50_Or_003_35.654030__-0.565647_03.2021_MediumSmall_291.npy,False,0.27884376,50_Or_003_35.654030__-0.565647_03.2021,448,0,1,79,369,0.17633928571428573,15,10,0.6
50_Or_021_35.652627__-0.592862_06.2022_Small_634.npy,False,0.27755207,50_Or_021_35.652627__-0.592862_06.2022,449,0,1,79,370,0.1759465478841871,15,10,0.6
50_Or_020_35.652627__-0.592862_03.2021_Small_1410.npy,False,0.27755207,50_Or_020_35.652627__-0.592862_03.2021,450,0,1,79,371,0.17555555555555555,15,10,0.6
50_Or_015_35.653454__-0.602122_03.2021_MediumSmall_237.npy,False,0.2770596,50_Or_015_35.653454__-0.602122_03.2021,451,0,1,79,372,0.17516629711751663,15,10,0.6
50_Or_096__34.700833__3.307971__03.2025_MediumSmall_199.npy,False,0.27609578,50_Or_096__34.700833__3.307971__03.2025,452,0,1,79,373,0.1747787610619469,15,10,0.6
50_Or_069__35.715136__-0.480888_01.2022_CementMixerTrucks_89.npy,False,0.2755202,50_Or_069__35.715136__-0.480888_01.2022,453,0,1,79,374,0.17439293598233996,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1481.npy,False,0.27484816,50_Or_035__35.649109__-0.611845_03.2021,454,0,1,79,375,0.17400881057268722,15,10,0.6
50_Or_047__35.675778__-0.670871_03.2025_MediumSmall_152.npy,False,0.27480435,50_Or_047__35.675778__-0.670871_03.2025,455,0,1,79,376,0.17362637362637362,15,10,0.6
50_Or_025_35.651734__-0.595641_06.2020_MediumSmall_299.npy,False,0.2745715,50_Or_025_35.651734__-0.595641_06.2020,456,0,1,79,377,0.17324561403508773,15,10,0.6
50_Or_021_35.652627__-0.592862_06.2022_Small_611.npy,False,0.27455372,50_Or_021_35.652627__-0.592862_06.2022,457,0,1,79,378,0.17286652078774617,15,10,0.6
50_Or_020_35.652627__-0.592862_03.2021_Small_1432.npy,False,0.27455372,50_Or_020_35.652627__-0.592862_03.2021,458,0,1,79,379,0.17248908296943233,15,10,0.6
50_Or_004_35.654030__-0.565647_01.2022_Small_1777.npy,False,0.2745314,50_Or_004_35.654030__-0.565647_01.2022,459,0,1,79,380,0.1721132897603486,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1529.npy,False,0.2744369,50_Or_035__35.649109__-0.611845_03.2021,460,0,1,79,381,0.17173913043478262,15,10,0.6
50_Or_005_35.658681__-0.534745_03.2021_MediumSmall_174.npy,False,0.27432257,50_Or_005_35.658681__-0.534745_03.2021,461,0,1,79,382,0.17136659436008678,15,10,0.6
50_Or_096__34.700833__3.307971__03.2025_MediumSmall_196.npy,False,0.27416214,50_Or_096__34.700833__3.307971__03.2025,462,0,1,79,383,0.170995670995671,15,10,0.6
50_Or_096__34.700833__3.307971__03.2025_Small_1006.npy,False,0.2736724,50_Or_096__34.700833__3.307971__03.2025,463,0,1,79,384,0.17062634989200864,15,10,0.6
50_Or_019_35.652627__-0.592862_06.2020_MediumStandard_644.npy,False,0.2722312,50_Or_019_35.652627__-0.592862_06.2020,464,0,1,79,385,0.17025862068965517,15,10,0.6
50_Or_096__34.700833__3.307971__03.2025_MediumSmall_198.npy,False,0.27146107,50_Or_096__34.700833__3.307971__03.2025,465,0,1,79,386,0.16989247311827957,15,10,0.6
50_Or_006_35.658681__-0.534745_01.2022_MediumStandard_148.npy,False,0.27137887,50_Or_006_35.658681__-0.534745_01.2022,466,0,1,79,387,0.16952789699570817,15,10,0.6
50_Or_005_35.658681__-0.534745_03.2021_Small_938.npy,False,0.27023566,50_Or_005_35.658681__-0.534745_03.2021,467,0,1,79,388,0.16916488222698073,15,10,0.6
50_Or_016_35.653454__-0.602122_04.2023_Small_2142.npy,False,0.26940006,50_Or_016_35.653454__-0.602122_04.2023,468,0,1,79,389,0.16880341880341881,15,10,0.6
50_Or_025_35.651734__-0.595641_06.2020_Small_2108.npy,False,0.26900703,50_Or_025_35.651734__-0.595641_06.2020,469,0,1,79,390,0.16844349680170576,15,10,0.6
50_Or_018_35.651252__-0.604357_04.2025_MediumStandard_259.npy,False,0.26881963,50_Or_018_35.651252__-0.604357_04.2025,470,0,1,79,391,0.16808510638297872,15,10,0.6
50_Or_004_35.654030__-0.565647_01.2022_Small_1792.npy,False,0.26876286,50_Or_004_35.654030__-0.565647_01.2022,471,0,1,79,392,0.16772823779193205,15,10,0.6
50_Or_020_35.652627__-0.592862_03.2021_Small_1423.npy,False,0.26868677,50_Or_020_35.652627__-0.592862_03.2021,472,0,1,79,393,0.1673728813559322,15,10,0.6
50_Or_021_35.652627__-0.592862_06.2022_Small_620.npy,False,0.26868677,50_Or_021_35.652627__-0.592862_06.2022,473,0,1,79,394,0.16701902748414377,15,10,0.6
50_Or_004_35.654030__-0.565647_01.2022_Small_1784.npy,False,0.267546,50_Or_004_35.654030__-0.565647_01.2022,474,0,1,79,395,0.16666666666666666,15,10,0.6
50_Or_045__35.678830__-0.621677_03.2025_Small_567.npy,False,0.26644617,50_Or_045__35.678830__-0.621677_03.2025,475,0,1,79,396,0.16631578947368422,15,10,0.6
50_Or_020_35.652627__-0.592862_03.2021_Small_1419.npy,False,0.26640618,50_Or_020_35.652627__-0.592862_03.2021,476,0,1,79,397,0.16596638655462184,15,10,0.6
50_Or_021_35.652627__-0.592862_06.2022_Small_624.npy,False,0.26640618,50_Or_021_35.652627__-0.592862_06.2022,477,0,1,79,398,0.16561844863731656,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1486.npy,False,0.26616,50_Or_035__35.649109__-0.611845_03.2021,478,0,1,79,399,0.16527196652719664,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1470.npy,False,0.26614836,50_Or_035__35.649109__-0.611845_03.2021,479,0,1,79,400,0.1649269311064718,15,10,0.6
50_Or_098__35.913750__0.147933__11.2021_Small_1845.npy,False,0.26611796,50_Or_098__35.913750__0.147933__11.2021,480,0,1,79,401,0.16458333333333333,15,10,0.6
50_Or_004_35.654030__-0.565647_01.2022_Small_1769.npy,False,0.26559883,50_Or_004_35.654030__-0.565647_01.2022,481,0,1,79,402,0.16424116424116425,15,10,0.6
50_Or_019_35.652627__-0.592862_06.2020_MediumSmall_385.npy,False,0.2654183,50_Or_019_35.652627__-0.592862_06.2020,482,0,1,79,403,0.16390041493775934,15,10,0.6
50_Or_020_35.652627__-0.592862_03.2021_Small_1415.npy,False,0.2648775,50_Or_020_35.652627__-0.592862_03.2021,483,0,1,79,404,0.16356107660455488,15,10,0.6
50_Or_021_35.652627__-0.592862_06.2022_Small_628.npy,False,0.2648775,50_Or_021_35.652627__-0.592862_06.2022,484,0,1,79,405,0.16322314049586778,15,10,0.6
50_Or_069__35.715136__-0.480888_01.2022_Small_1821.npy,False,0.26423818,50_Or_069__35.715136__-0.480888_01.2022,485,0,1,79,406,0.16288659793814433,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1513.npy,False,0.2641083,50_Or_035__35.649109__-0.611845_03.2021,486,0,1,79,407,0.16255144032921812,15,10,0.6
50_Or_015_35.653454__-0.602122_03.2021_Small_1764.npy,False,0.26391965,50_Or_015_35.653454__-0.602122_03.2021,487,0,1,79,408,0.162217659137577,15,10,0.6
50_Or_005_35.658681__-0.534745_03.2021_MediumStandard_280.npy,False,0.26361594,50_Or_005_35.658681__-0.534745_03.2021,488,0,1,79,409,0.16188524590163936,15,10,0.6
50_Or_003_35.654030__-0.565647_03.2021_Small_2034.npy,False,0.2634545,50_Or_003_35.654030__-0.565647_03.2021,489,0,1,79,410,0.16155419222903886,15,10,0.6
50_Or_003_35.654030__-0.565647_03.2021_MediumSmall_292.npy,False,0.26315463,50_Or_003_35.654030__-0.565647_03.2021,490,0,1,79,411,0.16122448979591836,15,10,0.6
50_Or_015_35.653454__-0.602122_03.2021_Small_1762.npy,False,0.26284274,50_Or_015_35.653454__-0.602122_03.2021,491,0,1,79,412,0.16089613034623218,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1518.npy,False,0.26222387,50_Or_035__35.649109__-0.611845_03.2021,492,0,1,79,413,0.16056910569105692,15,10,0.6
50_Or_071__35.715136__-0.480888_04.2023_Small_1766.npy,False,0.26204503,50_Or_071__35.715136__-0.480888_04.2023,493,0,1,79,414,0.16024340770791076,15,10,0.6
50_Or_003_35.654030__-0.565647_03.2021_Small_2046.npy,False,0.26127583,50_Or_003_35.654030__-0.565647_03.2021,494,0,1,79,415,0.15991902834008098,15,10,0.6
50_Or_020_35.652627__-0.592862_03.2021_Small_1428.npy,False,0.26120028,50_Or_020_35.652627__-0.592862_03.2021,495,0,1,79,416,0.1595959595959596,15,10,0.6
50_Or_021_35.652627__-0.592862_06.2022_Small_615.npy,False,0.26120028,50_Or_021_35.652627__-0.592862_06.2022,496,0,1,79,417,0.1592741935483871,15,10,0.6
50_Or_025_35.651734__-0.595641_06.2020_MediumSmall_310.npy,False,0.26117986,50_Or_025_35.651734__-0.595641_06.2020,497,0,1,79,418,0.158953722334004,15,10,0.6
50_Or_003_35.654030__-0.565647_03.2021_Small_2049.npy,False,0.2611442,50_Or_003_35.654030__-0.565647_03.2021,498,0,1,79,419,0.15863453815261044,15,10,0.6
50_Or_006_35.658681__-0.534745_01.2022_MediumSmall_26.npy,False,0.26106715,50_Or_006_35.658681__-0.534745_01.2022,499,0,1,79,420,0.15831663326653306,15,10,0.6
50_Or_003_35.654030__-0.565647_03.2021_Small_2038.npy,False,0.26058948,50_Or_003_35.654030__-0.565647_03.2021,500,0,1,79,421,0.158,15,10,0.6
50_Or_045__35.678830__-0.621677_03.2025_Small_572.npy,False,0.2602987,50_Or_045__35.678830__-0.621677_03.2025,501,0,1,79,422,0.15768463073852296,15,10,0.6
50_Or_003_35.654030__-0.565647_03.2021_Small_2031.npy,False,0.26021284,50_Or_003_35.654030__-0.565647_03.2021,502,0,1,79,423,0.15737051792828685,15,10,0.6
50_Or_047__35.675778__-0.670871_03.2025_Small_540.npy,False,0.2600488,50_Or_047__35.675778__-0.670871_03.2025,503,0,1,79,424,0.15705765407554673,15,10,0.6
50_Or_071__35.715136__-0.480888_04.2023_Small_1765.npy,False,0.26000947,50_Or_071__35.715136__-0.480888_04.2023,504,0,1,79,425,0.15674603174603174,15,10,0.6
50_Or_021_35.652627__-0.592862_06.2022_Small_632.npy,False,0.25986257,50_Or_021_35.652627__-0.592862_06.2022,505,0,1,79,426,0.15643564356435644,15,10,0.6
50_Or_020_35.652627__-0.592862_03.2021_Small_1408.npy,False,0.25986257,50_Or_020_35.652627__-0.592862_03.2021,506,0,1,79,427,0.15612648221343872,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1516.npy,False,0.25948307,50_Or_035__35.649109__-0.611845_03.2021,507,0,1,79,428,0.15581854043392504,15,10,0.6
50_Or_003_35.654030__-0.565647_03.2021_Small_2055.npy,False,0.25940686,50_Or_003_35.654030__-0.565647_03.2021,508,0,1,79,429,0.15551181102362205,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1495.npy,False,0.25937214,50_Or_035__35.649109__-0.611845_03.2021,509,0,1,79,430,0.15520628683693516,15,10,0.6
50_Or_045__35.678830__-0.621677_03.2025_Small_568.npy,False,0.25930104,50_Or_045__35.678830__-0.621677_03.2025,510,0,1,79,431,0.15490196078431373,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1528.npy,False,0.25929868,50_Or_035__35.649109__-0.611845_03.2021,511,0,1,79,432,0.15459882583170254,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1522.npy,False,0.2591681,50_Or_035__35.649109__-0.611845_03.2021,512,0,1,79,433,0.154296875,15,10,0.6
50_Or_004_35.654030__-0.565647_01.2022_Small_1771.npy,False,0.25901625,50_Or_004_35.654030__-0.565647_01.2022,513,0,1,79,434,0.1539961013645224,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1504.npy,False,0.259003,50_Or_035__35.649109__-0.611845_03.2021,514,0,1,79,435,0.15369649805447472,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1483.npy,False,0.25898623,50_Or_035__35.649109__-0.611845_03.2021,515,0,1,79,436,0.1533980582524272,15,10,0.6
50_Or_004_35.654030__-0.565647_01.2022_Small_1786.npy,False,0.2588451,50_Or_004_35.654030__-0.565647_01.2022,516,0,1,79,437,0.15310077519379844,15,10,0.6
50_Or_005_35.658681__-0.534745_03.2021_Small_939.npy,False,0.25882334,50_Or_005_35.658681__-0.534745_03.2021,517,0,1,79,438,0.1528046421663443,15,10,0.6
50_Or_004_35.654030__-0.565647_01.2022_Small_1773.npy,False,0.25875682,50_Or_004_35.654030__-0.565647_01.2022,518,0,1,79,439,0.1525096525096525,15,10,0.6
50_Or_018_35.651252__-0.604357_04.2025_Small_747.npy,False,0.25865763,50_Or_018_35.651252__-0.604357_04.2025,519,0,1,79,440,0.15221579961464354,15,10,0.6
50_Or_003_35.654030__-0.565647_03.2021_Small_2040.npy,False,0.25863278,50_Or_003_35.654030__-0.565647_03.2021,520,0,1,79,441,0.1519230769230769,15,10,0.6
50_Or_025_35.651734__-0.595641_06.2020_Small_2103.npy,False,0.25854737,50_Or_025_35.651734__-0.595641_06.2020,521,0,1,79,442,0.15163147792706333,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1508.npy,False,0.25832796,50_Or_035__35.649109__-0.611845_03.2021,522,0,1,79,443,0.15134099616858238,15,10,0.6
50_Or_098__35.913750__0.147933__11.2021_Small_1842.npy,False,0.25824267,50_Or_098__35.913750__0.147933__11.2021,523,0,1,79,444,0.15105162523900573,15,10,0.6
50_Or_020_35.652627__-0.592862_03.2021_Small_1431.npy,False,0.25789064,50_Or_020_35.652627__-0.592862_03.2021,524,0,1,79,445,0.15076335877862596,15,10,0.6
50_Or_021_35.652627__-0.592862_06.2022_Small_612.npy,False,0.25788504,50_Or_021_35.652627__-0.592862_06.2022,525,0,1,79,446,0.15047619047619049,15,10,0.6
50_Or_025_35.651734__-0.595641_06.2020_Small_2095.npy,False,0.25785863,50_Or_025_35.651734__-0.595641_06.2020,526,0,1,79,447,0.15019011406844107,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1519.npy,False,0.25772583,50_Or_035__35.649109__-0.611845_03.2021,527,0,1,79,448,0.14990512333965844,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1500.npy,False,0.25757802,50_Or_035__35.649109__-0.611845_03.2021,528,0,1,79,449,0.14962121212121213,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1509.npy,False,0.25730804,50_Or_035__35.649109__-0.611845_03.2021,529,0,1,79,450,0.14933837429111532,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1468.npy,False,0.25725675,50_Or_035__35.649109__-0.611845_03.2021,530,0,1,79,451,0.1490566037735849,15,10,0.6
50_Or_020_35.652627__-0.592862_03.2021_Small_1422.npy,False,0.25719076,50_Or_020_35.652627__-0.592862_03.2021,531,0,1,79,452,0.1487758945386064,15,10,0.6
50_Or_021_35.652627__-0.592862_06.2022_Small_621.npy,False,0.25719076,50_Or_021_35.652627__-0.592862_06.2022,532,0,1,79,453,0.14849624060150377,15,10,0.6
50_Or_025_35.651734__-0.595641_06.2020_Small_2102.npy,False,0.25714648,50_Or_025_35.651734__-0.595641_06.2020,533,0,1,79,454,0.14821763602251406,15,10,0.6
50_Or_040__35.635027__-0.595208_06.2022_Small_1454.npy,False,0.25709546,50_Or_040__35.635027__-0.595208_06.2022,534,0,1,79,455,0.14794007490636704,15,10,0.6
50_Or_005_35.658681__-0.534745_03.2021_Small_937.npy,False,0.257056,50_Or_005_35.658681__-0.534745_03.2021,535,0,1,79,456,0.14766355140186915,15,10,0.6
50_Or_005_35.658681__-0.534745_03.2021_MediumStandard_283.npy,False,0.25690624,50_Or_005_35.658681__-0.534745_03.2021,536,0,1,79,457,0.14738805970149255,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1501.npy,False,0.25644994,50_Or_035__35.649109__-0.611845_03.2021,537,0,1,79,458,0.14711359404096835,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1514.npy,False,0.2561409,50_Or_035__35.649109__-0.611845_03.2021,538,0,1,79,459,0.14684014869888476,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1507.npy,False,0.25606176,50_Or_035__35.649109__-0.611845_03.2021,539,0,1,79,460,0.14656771799628943,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1480.npy,False,0.25581113,50_Or_035__35.649109__-0.611845_03.2021,540,0,1,79,461,0.14629629629629629,15,10,0.6
50_Or_021_35.652627__-0.592862_06.2022_MediumStandard_240.npy,False,0.25581074,50_Or_021_35.652627__-0.592862_06.2022,541,0,1,79,462,0.14602587800369685,15,10,0.6
50_Or_020_35.652627__-0.592862_03.2021_MediumStandard_473.npy,False,0.25581074,50_Or_020_35.652627__-0.592862_03.2021,542,0,1,79,463,0.14575645756457564,15,10,0.6
50_Or_025_35.651734__-0.595641_06.2020_Small_2097.npy,False,0.25562474,50_Or_025_35.651734__-0.595641_06.2020,543,0,1,79,464,0.14548802946593,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1499.npy,False,0.25542533,50_Or_035__35.649109__-0.611845_03.2021,544,0,1,79,465,0.14522058823529413,15,10,0.6
50_Or_098__35.913750__0.147933__11.2021_Small_1846.npy,False,0.25523746,50_Or_098__35.913750__0.147933__11.2021,545,0,1,79,466,0.14495412844036698,15,10,0.6
50_Or_004_35.654030__-0.565647_01.2022_Small_1788.npy,False,0.25502652,50_Or_004_35.654030__-0.565647_01.2022,546,0,1,79,467,0.1446886446886447,15,10,0.6
50_Or_005_35.658681__-0.534745_03.2021_Small_940.npy,False,0.2549712,50_Or_005_35.658681__-0.534745_03.2021,547,0,1,79,468,0.14442413162705667,15,10,0.6
50_Or_019_35.652627__-0.592862_06.2020_Small_2169.npy,False,0.25490588,50_Or_019_35.652627__-0.592862_06.2020,548,0,1,79,469,0.14416058394160583,15,10,0.6
50_Or_021_35.652627__-0.592862_06.2022_Small_619.npy,False,0.25473756,50_Or_021_35.652627__-0.592862_06.2022,549,0,1,79,470,0.14389799635701275,15,10,0.6
50_Or_020_35.652627__-0.592862_03.2021_Small_1434.npy,False,0.25473619,50_Or_020_35.652627__-0.592862_03.2021,550,0,1,79,471,0.14363636363636365,15,10,0.6
50_Or_020_35.652627__-0.592862_03.2021_Small_1424.npy,False,0.254704,50_Or_020_35.652627__-0.592862_03.2021,551,0,1,79,472,0.14337568058076225,15,10,0.6
50_Or_025_35.651734__-0.595641_06.2020_Small_2106.npy,False,0.2546124,50_Or_025_35.651734__-0.595641_06.2020,552,0,1,79,473,0.1431159420289855,15,10,0.6
50_Or_031_35.641030__-0.594670_03.2021_Small_1011.npy,False,0.2543711,50_Or_031_35.641030__-0.594670_03.2021,553,0,1,79,474,0.14285714285714285,15,10,0.6
50_Or_040__35.635027__-0.595208_06.2022_Small_1455.npy,False,0.2539781,50_Or_040__35.635027__-0.595208_06.2022,554,0,1,79,475,0.14259927797833935,15,10,0.6
50_Or_096__34.700833__3.307971__03.2025_Small_1009.npy,False,0.2539361,50_Or_096__34.700833__3.307971__03.2025,555,0,1,79,476,0.14234234234234233,15,10,0.6
50_Or_025_35.651734__-0.595641_06.2020_Small_2121.npy,False,0.25382057,50_Or_025_35.651734__-0.595641_06.2020,556,0,1,79,477,0.1420863309352518,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1492.npy,False,0.2536534,50_Or_035__35.649109__-0.611845_03.2021,557,0,1,79,478,0.14183123877917414,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1487.npy,False,0.25348192,50_Or_035__35.649109__-0.611845_03.2021,558,0,1,79,479,0.14157706093189965,15,10,0.6
50_Or_003_35.654030__-0.565647_03.2021_Small_2053.npy,False,0.2534499,50_Or_003_35.654030__-0.565647_03.2021,559,0,1,79,480,0.1413237924865832,15,10,0.6
50_Or_019_35.652627__-0.592862_06.2020_Small_2164.npy,False,0.25341237,50_Or_019_35.652627__-0.592862_06.2020,560,0,1,79,481,0.14107142857142857,15,10,0.6
50_Or_025_35.651734__-0.595641_06.2020_Small_2114.npy,False,0.2533587,50_Or_025_35.651734__-0.595641_06.2020,561,0,1,79,482,0.1408199643493761,15,10,0.6
50_Or_018_35.651252__-0.604357_04.2025_Small_749.npy,False,0.2532795,50_Or_018_35.651252__-0.604357_04.2025,562,0,1,79,483,0.14056939501779359,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1478.npy,False,0.2531475,50_Or_035__35.649109__-0.611845_03.2021,563,0,1,79,484,0.14031971580817051,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1521.npy,False,0.25301906,50_Or_035__35.649109__-0.611845_03.2021,564,0,1,79,485,0.1400709219858156,15,10,0.6
50_Or_025_35.651734__-0.595641_06.2020_Small_2119.npy,False,0.25296342,50_Or_025_35.651734__-0.595641_06.2020,565,0,1,79,486,0.13982300884955753,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1510.npy,False,0.25277808,50_Or_035__35.649109__-0.611845_03.2021,566,0,1,79,487,0.13957597173144876,15,10,0.6
50_Or_003_35.654030__-0.565647_03.2021_Small_2047.npy,False,0.2527748,50_Or_003_35.654030__-0.565647_03.2021,567,0,1,79,488,0.13932980599647266,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1515.npy,False,0.2525065,50_Or_035__35.649109__-0.611845_03.2021,568,0,1,79,489,0.13908450704225353,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Other_114.npy,False,0.25229657,50_Or_035__35.649109__-0.611845_03.2021,569,0,1,79,490,0.13884007029876977,15,10,0.6
50_Or_025_35.651734__-0.595641_06.2020_Small_2096.npy,False,0.25214502,50_Or_025_35.651734__-0.595641_06.2020,570,0,1,79,491,0.13859649122807016,15,10,0.6
50_Or_096__34.700833__3.307971__03.2025_MediumSmall_192.npy,False,0.25213796,50_Or_096__34.700833__3.307971__03.2025,571,0,1,79,492,0.138353765323993,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_MediumSmall_223.npy,False,0.2518965,50_Or_035__35.649109__-0.611845_03.2021,572,0,1,79,493,0.1381118881118881,15,10,0.6
50_Or_003_35.654030__-0.565647_03.2021_Small_2030.npy,False,0.2518283,50_Or_003_35.654030__-0.565647_03.2021,573,0,1,79,494,0.13787085514834205,15,10,0.6
50_Or_004_35.654030__-0.565647_01.2022_Small_1776.npy,False,0.2517875,50_Or_004_35.654030__-0.565647_01.2022,574,0,1,79,495,0.13763066202090593,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1488.npy,False,0.25163338,50_Or_035__35.649109__-0.611845_03.2021,575,0,1,79,496,0.1373913043478261,15,10,0.6
50_Or_025_35.651734__-0.595641_06.2020_Small_2115.npy,False,0.25162262,50_Or_025_35.651734__-0.595641_06.2020,576,0,1,79,497,0.1371527777777778,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1491.npy,False,0.25148237,50_Or_035__35.649109__-0.611845_03.2021,577,0,1,79,498,0.1369150779896014,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1462.npy,False,0.25134444,50_Or_035__35.649109__-0.611845_03.2021,578,0,1,79,499,0.13667820069204153,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1496.npy,False,0.2513374,50_Or_035__35.649109__-0.611845_03.2021,579,0,1,79,500,0.13644214162348878,15,10,0.6
50_Or_077__35.819171__-0.468544_01.2022_MediumStandard_340.npy,False,0.2511064,50_Or_077__35.819171__-0.468544_01.2022,580,0,1,79,501,0.13620689655172413,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1476.npy,False,0.25088835,50_Or_035__35.649109__-0.611845_03.2021,581,0,1,79,502,0.1359724612736661,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1523.npy,False,0.2507365,50_Or_035__35.649109__-0.611845_03.2021,582,0,1,79,503,0.13573883161512026,15,10,0.6
50_Or_031_35.641030__-0.594670_03.2021_MediumSmall_200.npy,False,0.25067794,50_Or_031_35.641030__-0.594670_03.2021,583,0,1,79,504,0.13550600343053174,15,10,0.6
50_Or_005_35.658681__-0.534745_03.2021_Small_944.npy,False,0.25055003,50_Or_005_35.658681__-0.534745_03.2021,584,0,1,79,505,0.13527397260273974,15,10,0.6
50_Or_005_35.658681__-0.534745_03.2021_Small_941.npy,False,0.2505022,50_Or_005_35.658681__-0.534745_03.2021,585,0,1,79,506,0.13504273504273503,15,10,0.6
50_Or_025_35.651734__-0.595641_06.2020_Small_2107.npy,False,0.25043184,50_Or_025_35.651734__-0.595641_06.2020,586,0,1,79,507,0.1348122866894198,15,10,0.6
50_Or_004_35.654030__-0.565647_01.2022_Small_1781.npy,False,0.25031126,50_Or_004_35.654030__-0.565647_01.2022,587,0,1,79,508,0.13458262350936967,15,10,0.6
50_Or_019_35.652627__-0.592862_06.2020_Small_2170.npy,False,0.25008518,50_Or_019_35.652627__-0.592862_06.2020,588,0,1,79,509,0.13435374149659865,15,10,0.6
50_Or_025_35.651734__-0.595641_06.2020_Small_2100.npy,False,0.24996567,50_Or_025_35.651734__-0.595641_06.2020,589,0,1,79,510,0.13412563667232597,15,10,0.6
50_Or_004_35.654030__-0.565647_01.2022_Small_1790.npy,False,0.24993744,50_Or_004_35.654030__-0.565647_01.2022,590,0,1,79,511,0.13389830508474576,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_MediumSmall_227.npy,False,0.24979454,50_Or_035__35.649109__-0.611845_03.2021,591,0,1,79,512,0.13367174280879865,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1461.npy,False,0.24964364,50_Or_035__35.649109__-0.611845_03.2021,592,0,1,79,513,0.13344594594594594,15,10,0.6
50_Or_003_35.654030__-0.565647_03.2021_Small_2039.npy,False,0.24954629,50_Or_003_35.654030__-0.565647_03.2021,593,0,1,79,514,0.13322091062394603,15,10,0.6
50_Or_025_35.651734__-0.595641_06.2020_Small_2111.npy,False,0.2494744,50_Or_025_35.651734__-0.595641_06.2020,594,0,1,79,515,0.132996632996633,15,10,0.6
50_Or_025_35.651734__-0.595641_06.2020_Small_2098.npy,False,0.24939165,50_Or_025_35.651734__-0.595641_06.2020,595,0,1,79,516,0.13277310924369748,15,10,0.6
